student_id,full_name,email,phone,age,grade,city,school,enrolled_course,join_date,last_active,xp_points,lessons_completed,streak_days,quizzes_attempted,quiz_avg_score,badge,island_level,subscription_plan,referral_code,score_html_css,score_javascript,score_react,score_nodejs,score_express,score_mongodb,weakest_topic,strongest_topic,w01_active_days,w02_active_days,w03_active_days,w04_active_days,w05_active_days,w06_active_days,w07_active_days,w08_active_days,w09_active_days,w10_active_days,w11_active_days,w12_active_days,w13_active_days,w14_active_days,w15_active_days,w16_active_days,w17_active_days,w18_active_days,xp_w01,xp_w02,xp_w03,xp_w04,xp_w05,xp_w06,xp_w07,xp_w08,xp_w09,xp_w10,xp_w11,xp_w12,xp_w13,xp_w14,xp_w15,xp_w16,xp_w17,xp_w18,avg_daily_study_minutes,peak_study_hour,total_study_hours,longest_streak_ever,avg_quiz_attempts_per_lesson,days_enrolled,badge_rank,topic_avg,final_performance,risk_level,total_active_days,recent_active_days,activity_consistency,xp_growth,recent_xp_growth,engagement_score,learning_velocity,consistency_score,predicted_next_xp,ai_recommended_focus,ai_improvement_tip
LK0033,Neha Chauhan,neha.chauhan46@gmail.com,9312470890,14,6th,Delhi,Ryan International School,MERN Stack Basics - Batch 8,2025-03-29,2025-05-24,2289,40,57,34,51.6,Beginner,6,Basic,LKNE1344,20.6,69.3,59.0,43.7,30.1,75.4,Html Css,Mongodb,3.0,2.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,7.0,4.0,5.0,4.0,6.0,5.0,4.0,4.0,7.0,42.0,87.0,133.0,197.0,271.0,352.0,459.0,569.0,681.0,823.0,973.0,1137.0,1321.0,1510.0,1699.0,1892.0,2087.0,2289.0,35.3,22.0,34.7,61.0,0.85,56,0,49.68,50.83,High Risk,59.0,20.0,3.278,2247.0,779.0,52.95,38.8,66.73,3075.67,HTML & CSS,Revise quiz topics daily. | Focus on HTML & CSS to boost topic scores.
LK0034,Shaurya Singh,shaurya.singh80@gmail.com,9928766329,11,6th,Indore,Kendriya Vidyalaya,MERN Stack Basics - Batch 8,2025-03-15,2025-06-07,3709,5,56,4,59.6,Champion,8,Free,LKSH6511,52.6,70.4,38.8,79.5,41.2,97.0,React,Mongodb,3.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,6.0,4.0,4.0,5.0,7.0,5.0,6.0,4.0,82.0,179.0,279.0,386.0,507.0,628.0,755.0,892.0,1038.0,1201.0,1462.0,1731.0,2018.0,2308.0,2618.0,2932.0,3318.0,3709.0,5.0,22.0,4.6,57.0,0.8,84,5,63.25,61.06,Medium Risk,55.0,22.0,3.056,3627.0,1401.0,37.25,67.44,63.63,5163.67,React,Revise quiz topics daily.
LK0035,Siddharth Dubey,siddharth.dubey32@gmail.com,9422221049,11,6th,Gurugram,Modern School,MERN Stack Basics - Batch 7,2025-03-12,2025-02-25,586,45,94,33,83.5,Beginner,1,Free,LKSI2441,62.0,75.8,97.9,68.5,95.5,82.3,Html Css,React,2.0,1.0,5.0,2.0,7.0,7.0,6.0,4.0,7.0,4.0,4.0,5.0,5.0,6.0,7.0,6.0,7.0,3.0,11.0,25.0,42.0,64.0,88.0,118.0,148.0,180.0,212.0,246.0,280.0,317.0,353.0,390.0,436.0,483.0,533.0,586.0,180.0,18.0,264.0,117.0,0.73,1,0,80.33,82.23,Low Risk,88.0,23.0,4.889,575.0,196.0,69.43,6.66,80.75,786.0,HTML & CSS,Great work! Keep maintaining your current study habits.
LK0036,Muskan Chauhan,muskan.chauhan54@gmail.com,9119216889,14,8th,Chennai,The Shri Ram School,MERN Stack Basics - Batch 8,2025-04-14,2025-05-28,1876,46,62,29,69.3,Innovator,7,Pro,LKMU1563,74.2,47.0,91.1,70.5,73.5,69.3,Javascript,React,3.0,3.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,7.0,5.0,7.0,5.0,5.0,6.0,5.0,5.0,7.0,35.0,79.0,144.0,211.0,292.0,374.0,457.0,545.0,645.0,750.0,870.0,993.0,1116.0,1241.0,1390.0,1545.0,1709.0,1876.0,17.6,10.0,20.8,73.0,0.63,44,4,70.93,69.95,Medium Risk,71.0,23.0,3.944,1841.0,635.0,46.3,26.42,73.12,2524.0,JavaScript,Great work! Keep maintaining your current study habits.
LK0037,Neha Yadav,neha.yadav47@gmail.com,9827583235,14,7th,Noida,Delhi Public School,MERN Stack Basics - Batch 8,2024-01-24,2025-06-13,3032,79,5,38,38.4,Explorer,4,Free,LKNE2543,36.1,25.9,56.6,23.4,44.4,41.7,Nodejs,React,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,67.0,136.0,208.0,298.0,393.0,527.0,669.0,815.0,987.0,1163.0,1362.0,1568.0,1780.0,1999.0,2229.0,2487.0,2758.0,3032.0,10.6,20.0,2.3,6.0,0.48,506,1,38.02,38.25,High Risk,13.0,5.0,0.722,2965.0,1033.0,36.12,233.23,20.71,4102.67,Node.js,Revise quiz topics daily. | Try to study at least 15 min every day to build a streak. | Increase weekly activity — aim for 5 active days per week. | Focus on Node.js to boost topic scores.
LK0038,Aditya Sharma,aditya.sharma29@gmail.com,9568838262,12,8th,Hyderabad,Ryan International School,MERN Stack Basics - Batch 7,2025-03-29,2025-03-14,2048,3,56,42,89.2,Builder,1,Free,LKAD1778,75.7,95.4,93.5,81.4,79.2,65.5,Mongodb,Javascript,3.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,7.0,4.0,4.0,6.0,6.0,7.0,5.0,7.0,38.0,77.0,128.0,203.0,291.0,379.0,489.0,602.0,716.0,835.0,954.0,1083.0,1229.0,1374.0,1532.0,1698.0,1872.0,2048.0,118.4,20.0,114.5,65.0,14.0,1,3,81.78,86.23,Low Risk,58.0,25.0,3.222,2010.0,674.0,71.8,35.31,59.75,2736.0,MongoDB,Great work! Keep maintaining your current study habits.
LK0039,Krishna Saxena,krishna.saxena57@gmail.com,9859521692,12,6th,Pune,The Shri Ram School,MERN Stack Basics - Batch 8,2024-02-26,2025-02-17,1882,19,41,32,40.7,Builder,2,Free,LKKR9523,30.9,13.7,35.8,34.3,28.4,24.1,Javascript,React,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,6.0,5.0,6.0,7.0,6.0,5.0,52.0,106.0,162.0,223.0,287.0,368.0,460.0,557.0,661.0,768.0,885.0,1004.0,1140.0,1278.0,1420.0,1574.0,1728.0,1882.0,5.0,15.0,3.6,41.0,1.68,357,3,27.87,35.57,High Risk,43.0,24.0,2.389,1830.0,604.0,37.7,43.77,47.26,2498.0,JavaScript,Revise quiz topics daily. | Focus on JavaScript to boost topic scores.
LK0040,Aryan Khanna,aryan.khanna97@gmail.com,9292256572,11,7th,Noida,Modern School,MERN Stack Basics - Batch 8,2024-11-19,2025-06-26,68,21,28,42,53.0,Innovator,4,Basic,LKAR6600,49.2,53.2,41.0,58.5,76.4,39.3,Mongodb,Express,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,5.0,1.0,3.0,5.0,7.0,10.0,13.0,17.0,20.0,24.0,28.0,32.0,37.0,42.0,47.0,53.0,58.0,63.0,68.0,8.1,14.0,3.4,28.0,2.0,219,4,52.93,52.97,High Risk,25.0,17.0,1.389,67.0,21.0,29.97,2.72,42.28,88.0,MongoDB,Revise quiz topics daily. | Focus on MongoDB to boost topic scores.
LK0041,Ananya Nair,ananya.nair57@gmail.com,9996489323,11,6th,Gurugram,St. Xavier's School,MERN Stack Basics - Batch 8,2025-02-02,2025-03-09,502,0,60,10,32.4,Explorer,6,Basic,LKAN1929,18.9,26.5,32.2,47.6,40.8,56.0,Html Css,Mongodb,0.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,4.0,5.0,7.0,5.0,4.0,7.0,7.0,7.0,5.0,9.0,18.0,30.0,43.0,60.0,81.0,103.0,129.0,156.0,191.0,226.0,263.0,299.0,338.0,378.0,418.0,459.0,502.0,5.4,9.0,5.5,67.0,10.0,35,1,37.0,34.24,High Risk,61.0,26.0,3.389,493.0,164.0,25.55,8.23,62.18,667.33,HTML & CSS,Revise quiz topics daily. | Focus on HTML & CSS to boost topic scores.
LK0042,Shaurya Iyer,shaurya.iyer74@gmail.com,9696515881,13,8th,Indore,DAV Public School,MERN Stack Basics - Batch 8,2024-03-26,2025-04-17,3865,4,117,30,39.0,Champion,10,Free,LKSH5179,20.4,46.6,57.1,24.8,52.2,43.7,Html Css,React,3.0,5.0,4.0,7.0,5.0,7.0,5.0,7.0,7.0,4.0,7.0,6.0,6.0,7.0,4.0,7.0,5.0,7.0,78.0,167.0,268.0,404.0,564.0,751.0,939.0,1146.0,1356.0,1568.0,1793.0,2056.0,2320.0,2593.0,2869.0,3156.0,3502.0,3865.0,5.0,22.0,8.6,120.0,7.5,387,5,40.8,39.72,High Risk,103.0,23.0,5.722,3787.0,1272.0,61.48,37.52,88.42,5193.0,HTML & CSS,Revise quiz topics daily. | Focus on HTML & CSS to boost topic scores.
LK0043,Riya Reddy,riya.reddy66@gmail.com,9962727179,14,8th,Pune,DAV Public School,MERN Stack Basics - Batch 8,2024-12-31,2025-05-16,4797,43,31,49,53.3,Innovator,9,Free,LKRI7259,11.3,55.0,56.7,72.3,38.0,50.9,Html Css,Nodejs,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,6.0,4.0,5.0,93.0,205.0,341.0,529.0,732.0,950.0,1172.0,1395.0,1640.0,1924.0,2226.0,2553.0,2896.0,3248.0,3607.0,4001.0,4399.0,4797.0,9.9,7.0,5.3,34.0,1.14,136,4,47.37,50.93,High Risk,32.0,19.0,1.778,4704.0,1549.0,58.42,149.91,44.89,6383.67,HTML & CSS,Revise quiz topics daily. | Focus on HTML & CSS to boost topic scores.
LK0044,Pooja Rao,pooja.rao74@gmail.com,9181941384,13,6th,Ahmedabad,Modern School,MERN Stack Basics - Batch 8,2024-02-06,2025-03-26,494,60,61,3,79.0,Champion,6,Free,LKPO7125,63.6,74.3,76.2,54.8,93.0,99.0,Nodejs,Mongodb,2.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,7.0,6.0,4.0,7.0,6.0,7.0,6.0,4.0,7.0,11.0,23.0,37.0,53.0,71.0,92.0,113.0,136.0,164.0,192.0,221.0,254.0,287.0,322.0,359.0,395.0,444.0,494.0,17.2,22.0,19.2,68.0,0.05,414,5,76.82,78.13,Low Risk,67.0,24.0,3.722,483.0,172.0,25.71,7.37,65.96,674.0,Node.js,Great work! Keep maintaining your current study habits.
LK0045,Kritika Yadav,kritika.yadav60@gmail.com,9697079668,14,6th,Ahmedabad,Delhi Public School,MERN Stack Basics - Batch 7,2024-10-04,2025-02-04,4689,44,98,40,66.4,Innovator,8,Basic,LKKR9355,76.4,55.2,75.2,64.1,48.4,95.3,Express,Mongodb,2.0,4.0,1.0,0.0,4.0,6.0,4.0,6.0,5.0,7.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,6.0,96.0,201.0,310.0,462.0,633.0,811.0,1035.0,1280.0,1533.0,1796.0,2088.0,2379.0,2690.0,3062.0,3442.0,3824.0,4237.0,4689.0,5.0,13.0,6.6,99.0,0.91,123,4,69.1,67.48,Medium Risk,79.0,23.0,4.389,4593.0,1627.0,70.09,59.35,79.15,6351.67,Express,Great work! Keep maintaining your current study habits.
LK0046,Deepa Khanna,deepa.khanna24@gmail.com,9571986136,13,8th,Noida,Delhi Public School,MERN Stack Basics - Batch 6,2025-02-16,2025-06-20,463,9,47,7,99.7,Explorer,6,Free,LKDE5308,99.0,91.1,60.5,97.8,99.0,99.0,React,Html Css,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,10.0,22.0,35.0,48.0,66.0,90.0,114.0,139.0,164.0,193.0,222.0,251.0,282.0,314.0,347.0,380.0,421.0,463.0,5.0,12.0,4.8,61.0,0.78,124,1,91.07,96.25,Low Risk,58.0,24.0,3.222,453.0,149.0,20.07,7.98,58.12,617.67,React,Great work! Keep maintaining your current study habits.
LK0047,Riya Rastogi,riya.rastogi96@gmail.com,9993694529,11,6th,Chandigarh,Kendriya Vidyalaya,MERN Stack Basics - Batch 8,2024-09-10,2025-02-10,478,56,94,3,58.3,Explorer,6,Free,LKRI8529,78.0,52.7,66.2,56.9,68.3,63.8,Javascript,Html Css,3.0,4.0,0.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,7.0,5.0,4.0,6.0,7.0,7.0,4.0,9.0,23.0,38.0,54.0,71.0,89.0,110.0,134.0,159.0,184.0,216.0,249.0,282.0,316.0,356.0,396.0,436.0,478.0,14.0,18.0,20.3,120.0,0.05,153,1,64.32,60.71,Medium Risk,87.0,24.0,4.833,469.0,162.0,33.97,5.49,83.02,640.67,JavaScript,Revise quiz topics daily.
LK0048,Pranav Sharma,pranav.sharma73@gmail.com,9759150472,12,7th,Gurugram,Modern School,MERN Stack Basics - Batch 6,2024-12-18,2025-04-24,1686,72,108,38,55.6,Builder,6,Free,LKPR7540,41.5,68.8,54.4,85.4,67.4,95.8,Html Css,Mongodb,3.0,5.0,6.0,5.0,5.0,7.0,5.0,6.0,6.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,4.0,7.0,36.0,77.0,121.0,173.0,228.0,302.0,402.0,501.0,602.0,706.0,814.0,931.0,1051.0,1172.0,1294.0,1418.0,1550.0,1686.0,21.7,21.0,36.5,126.0,0.53,127,3,68.88,60.91,Medium Risk,101.0,21.0,5.611,1650.0,514.0,61.55,16.69,89.65,2208.67,HTML & CSS,Revise quiz topics daily.
LK0049,Ishita Khanna,ishita.khanna18@gmail.com,9820118960,13,7th,Jaipur,DAV Public School,MERN Stack Basics - Batch 8,2024-07-18,2025-03-15,873,8,102,50,48.6,Beginner,9,Basic,LKIS1951,74.2,60.7,46.3,29.9,63.1,51.9,Nodejs,Html Css,3.0,5.0,2.0,7.0,4.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,5.0,4.0,23.0,49.0,75.0,105.0,135.0,167.0,203.0,242.0,284.0,337.0,390.0,446.0,504.0,564.0,627.0,706.0,789.0,873.0,9.7,10.0,16.0,110.0,6.25,240,0,54.35,50.9,High Risk,99.0,21.0,5.5,850.0,309.0,58.37,8.82,87.05,1201.0,Node.js,Revise quiz topics daily. | Focus on Node.js to boost topic scores.
LK0050,Arjun Choudhary,arjun.choudhary91@gmail.com,9310199637,13,7th,Kolkata,Springdales School,MERN Stack Basics - Batch 7,2025-05-13,2025-04-14,2041,14,115,26,33.8,Champion,7,Basic,LKAR1362,46.3,5.0,56.6,65.1,19.8,23.0,Javascript,Nodejs,2.0,4.0,5.0,6.0,7.0,7.0,7.0,5.0,4.0,7.0,4.0,6.0,5.0,4.0,5.0,6.0,6.0,7.0,62.0,136.0,211.0,289.0,368.0,451.0,542.0,637.0,738.0,858.0,988.0,1119.0,1257.0,1397.0,1540.0,1697.0,1867.0,2041.0,180.0,7.0,291.0,137.0,1.86,1,5,35.97,34.67,High Risk,97.0,24.0,5.389,1979.0,644.0,73.2,21.04,87.2,2709.0,JavaScript,Revise quiz topics daily. | Focus on JavaScript to boost topic scores.
LK0051,Bhavna Reddy,bhavna.reddy53@gmail.com,9813632070,14,8th,Chennai,St. Xavier's School,MERN Stack Basics - Batch 7,2024-12-25,2025-01-28,2275,7,83,49,33.6,Builder,4,Basic,LKBH3456,15.6,26.3,5.0,41.8,19.6,31.4,React,Nodejs,0.0,4.0,0.0,4.0,3.0,0.0,4.0,5.0,5.0,4.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,5.0,43.0,98.0,158.0,233.0,316.0,407.0,503.0,612.0,733.0,874.0,1022.0,1172.0,1329.0,1486.0,1666.0,1863.0,2069.0,2275.0,10.9,15.0,12.9,107.0,7.0,34,3,23.28,29.47,High Risk,71.0,21.0,3.944,2232.0,789.0,62.16,32.04,74.13,3087.0,React,Revise quiz topics daily. | Focus on React to boost topic scores.
LK0052,Nikhil Singh,nikhil.singh48@gmail.com,9931157522,11,6th,Jaipur,Delhi Public School,MERN Stack Basics - Batch 8,2025-01-28,2025-05-27,3279,7,30,11,77.8,Beginner,7,Free,LKNI4468,99.0,77.1,68.1,79.8,90.9,77.5,React,Html Css,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,6.0,4.0,5.0,5.0,66.0,172.0,284.0,400.0,526.0,681.0,838.0,1012.0,1186.0,1364.0,1551.0,1747.0,1961.0,2190.0,2450.0,2718.0,2997.0,3279.0,6.7,21.0,3.8,35.0,1.57,119,0,82.07,79.51,Low Risk,34.0,20.0,1.889,3213.0,1089.0,31.18,96.44,39.58,4384.33,React,Great work! Keep maintaining your current study habits.
LK0053,Aryan Shukla,aryan.shukla47@gmail.com,9115817592,11,6th,Indore,Bal Bharati Public School,MERN Stack Basics - Batch 6,2024-07-11,2025-03-06,1353,4,39,20,40.2,Coder,10,Free,LKAR5565,32.7,10.6,38.8,45.7,37.5,21.1,Javascript,Nodejs,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,6.0,5.0,4.0,3.0,28.0,69.0,112.0,158.0,208.0,259.0,317.0,381.0,447.0,516.0,602.0,693.0,797.0,902.0,1009.0,1118.0,1235.0,1353.0,5.0,12.0,3.0,41.0,5.0,238,2,31.07,36.55,High Risk,36.0,18.0,2.0,1325.0,451.0,28.35,37.58,47.96,1811.67,JavaScript,Revise quiz topics daily. | Focus on JavaScript to boost topic scores.
LK0054,Yash Shukla,yash.shukla27@gmail.com,9860522542,14,7th,Lucknow,Modern School,MERN Stack Basics - Batch 7,2025-02-16,2025-03-30,2814,45,54,24,62.4,Innovator,2,Free,LKYA9291,48.1,40.9,68.5,51.5,65.6,59.5,Javascript,React,0.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,0.0,3.0,4.0,7.0,6.0,7.0,5.0,5.0,6.0,4.0,71.0,163.0,254.0,356.0,460.0,575.0,704.0,837.0,979.0,1131.0,1297.0,1480.0,1663.0,1849.0,2041.0,2282.0,2542.0,2814.0,31.5,16.0,30.4,66.0,0.53,42,4,55.68,59.71,Medium Risk,58.0,20.0,3.222,2743.0,965.0,48.67,48.52,63.22,3844.67,JavaScript,Focus on JavaScript to boost topic scores.
LK0055,Sai Mehta,sai.mehta20@gmail.com,9275618065,13,7th,Lucknow,Springdales School,MERN Stack Basics - Batch 7,2025-05-19,2025-05-21,3044,39,40,36,81.8,Innovator,5,Basic,LKSA7321,92.7,78.9,67.4,68.3,90.2,89.9,React,Html Css,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,86.0,186.0,288.0,394.0,519.0,650.0,782.0,943.0,1111.0,1282.0,1468.0,1656.0,1876.0,2096.0,2322.0,2554.0,2792.0,3044.0,180.0,10.0,117.0,45.0,0.92,2,4,81.23,81.57,Low Risk,39.0,18.0,2.167,2958.0,948.0,69.33,78.05,58.4,4006.67,React,Great work! Keep maintaining your current study habits.
LK0056,Dhruv Mehta,dhruv.mehta87@gmail.com,9655790622,12,7th,Ahmedabad,Ryan International School,MERN Stack Basics - Batch 8,2024-03-20,2025-03-24,2810,59,41,22,34.4,Explorer,8,Basic,LKDH2028,35.2,28.5,23.9,27.2,31.6,50.1,React,Mongodb,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,4.0,7.0,7.0,6.0,7.0,59.0,130.0,229.0,331.0,447.0,570.0,701.0,833.0,973.0,1126.0,1285.0,1467.0,1663.0,1865.0,2069.0,2290.0,2537.0,2810.0,12.3,13.0,9.8,54.0,0.37,369,1,32.75,33.74,High Risk,48.0,27.0,2.667,2751.0,945.0,38.89,58.54,52.81,3798.0,React,Revise quiz topics daily. | Focus on React to boost topic scores.
LK0057,Diya Tiwari,diya.tiwari29@gmail.com,9519106308,14,6th,Ahmedabad,Modern School,MERN Stack Basics - Batch 6,2024-01-06,2025-02-04,2283,72,27,6,58.6,Champion,1,Basic,LKDI5673,57.5,83.4,48.6,68.0,57.6,54.2,React,Javascript,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,6.0,5.0,4.0,54.0,107.0,179.0,252.0,338.0,436.0,546.0,661.0,779.0,897.0,1019.0,1170.0,1341.0,1517.0,1693.0,1882.0,2081.0,2283.0,5.0,10.0,2.3,28.0,0.08,395,5,61.55,59.78,Medium Risk,28.0,20.0,1.556,2229.0,766.0,22.49,81.54,38.24,3069.67,React,Revise quiz topics daily.
LK0058,Aarush Patel,aarush.patel39@gmail.com,9751779474,11,8th,Mumbai,Amity International School,MERN Stack Basics - Batch 7,2024-08-12,2025-01-02,2777,37,9,10,73.0,Champion,8,Basic,LKAA8491,66.2,71.5,73.4,53.5,99.0,71.5,Nodejs,Express,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,66.0,152.0,246.0,358.0,473.0,601.0,729.0,859.0,993.0,1129.0,1273.0,1426.0,1598.0,1800.0,2027.0,2269.0,2522.0,2777.0,12.6,10.0,3.8,10.0,0.27,143,5,72.52,72.81,Medium Risk,18.0,11.0,1.0,2711.0,977.0,22.33,154.28,33.33,3777.0,Node.js,Great work! Keep maintaining your current study habits.
LK0059,Kritika Patel,kritika.patel57@gmail.com,9232076105,14,8th,Noida,Amity International School,MERN Stack Basics - Batch 6,2024-05-12,2025-04-25,3723,40,114,24,96.4,Coder,5,Free,LKKR9937,95.0,99.0,83.0,97.4,99.0,99.0,React,Javascript,1.0,6.0,7.0,4.0,5.0,5.0,7.0,7.0,7.0,5.0,4.0,4.0,5.0,6.0,7.0,5.0,7.0,4.0,108.0,217.0,327.0,450.0,578.0,707.0,853.0,1023.0,1217.0,1426.0,1649.0,1889.0,2137.0,2422.0,2742.0,3062.0,3383.0,3723.0,5.0,9.0,8.0,127.0,0.6,348,2,95.4,96.0,Low Risk,96.0,23.0,5.333,3615.0,1301.0,57.62,38.78,85.34,5031.0,React,Great work! Keep maintaining your current study habits.
LK0060,Dhruv Choudhary,dhruv.choudhary15@gmail.com,9631796067,14,6th,Hyderabad,St. Xavier's School,MERN Stack Basics - Batch 7,2024-11-03,2025-04-12,3293,63,100,9,39.7,Coder,10,Free,LKDH1248,9.6,49.7,7.3,40.3,18.3,63.2,React,Mongodb,5.0,1.0,3.0,4.0,4.0,6.0,5.0,7.0,5.0,4.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,3.0,69.0,177.0,287.0,410.0,537.0,675.0,827.0,984.0,1158.0,1339.0,1564.0,1796.0,2029.0,2263.0,2500.0,2747.0,2996.0,3293.0,5.6,14.0,7.8,126.0,0.14,160,2,31.4,36.38,High Risk,84.0,19.0,4.667,3224.0,1030.0,47.92,39.2,85.27,4350.33,React,Revise quiz topics daily. | Focus on React to boost topic scores.
LK0061,Aisha Yadav,aisha.yadav38@gmail.com,9744524960,11,8th,Ahmedabad,Modern School,MERN Stack Basics - Batch 7,2024-12-07,2025-04-14,2367,76,42,25,90.0,Champion,1,Free,LKAI9240,94.4,73.3,80.5,81.4,94.2,99.0,Javascript,Mongodb,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,6.0,6.0,3.0,49.0,107.0,176.0,247.0,344.0,440.0,543.0,658.0,774.0,897.0,1043.0,1211.0,1383.0,1565.0,1752.0,1939.0,2153.0,2367.0,14.1,19.0,8.0,56.0,0.33,128,5,87.13,88.85,Low Risk,34.0,19.0,1.889,2318.0,802.0,38.0,69.62,43.58,3187.0,JavaScript,Great work! Keep maintaining your current study habits.
LK0062,Dev Mishra,dev.mishra57@gmail.com,9464574353,14,8th,Hyderabad,Modern School,MERN Stack Basics - Batch 8,2024-02-29,2025-02-26,3619,10,109,40,70.4,Innovator,6,Free,LKDE6750,62.7,63.4,63.9,56.0,53.3,96.7,Express,Mongodb,3.0,1.0,6.0,4.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,4.0,3.0,73.0,183.0,298.0,429.0,561.0,712.0,882.0,1072.0,1271.0,1475.0,1681.0,1891.0,2131.0,2373.0,2621.0,2933.0,3267.0,3619.0,5.0,19.0,8.0,111.0,4.0,363,4,66.0,68.64,Medium Risk,96.0,21.0,5.333,3546.0,1246.0,65.09,37.7,84.07,4949.67,Express,Great work! Keep maintaining your current study habits.
LK0063,Karan Kumar,karan.kumar72@gmail.com,9467101932,13,6th,Gurugram,Amity International School,MERN Stack Basics - Batch 7,2024-02-13,2025-02-28,97,32,64,18,66.1,Explorer,2,Basic,LKKA4189,48.4,63.9,72.4,67.1,78.5,75.9,Html Css,Express,1.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,6.0,4.0,6.0,6.0,4.0,7.0,4.0,4.0,4.0,7.0,2.0,5.0,8.0,11.0,15.0,18.0,23.0,28.0,33.0,39.0,46.0,53.0,60.0,67.0,74.0,81.0,89.0,97.0,5.0,18.0,5.0,67.0,0.56,381,1,67.7,66.74,Medium Risk,60.0,19.0,3.333,95.0,30.0,28.51,1.62,64.29,127.67,HTML & CSS,Great work! Keep maintaining your current study habits.
LK0064,Dev Tiwari,dev.tiwari21@gmail.com,9470605182,12,6th,Chandigarh,Springdales School,MERN Stack Basics - Batch 7,2024-03-19,2025-06-03,1753,53,3,44,67.8,Explorer,5,Free,LKDE3036,71.6,59.3,94.8,75.6,66.5,87.7,Javascript,React,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,39.0,81.0,123.0,174.0,226.0,281.0,361.0,442.0,530.0,622.0,729.0,846.0,972.0,1099.0,1244.0,1396.0,1573.0,1753.0,5.0,12.0,0.7,4.0,0.83,441,1,75.92,71.05,Medium Risk,8.0,4.0,0.444,1714.0,654.0,31.77,219.12,14.3,2431.67,JavaScript,Try to study at least 15 min every day to build a streak. | Increase weekly activity — aim for 5 active days per week.
LK0065,Divya Mishra,divya.mishra71@gmail.com,9909432938,14,8th,Indore,Amity International School,MERN Stack Basics - Batch 6,2024-06-11,2025-02-21,4117,10,119,45,74.3,Beginner,6,Free,LKDI6444,87.5,65.0,56.4,94.9,82.3,53.6,Mongodb,Nodejs,4.0,5.0,7.0,4.0,7.0,4.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,4.0,5.0,6.0,7.0,83.0,188.0,342.0,502.0,677.0,855.0,1052.0,1266.0,1495.0,1730.0,1967.0,2225.0,2501.0,2783.0,3098.0,3420.0,3750.0,4117.0,5.0,13.0,8.0,155.0,4.5,255,0,73.28,73.89,Medium Risk,96.0,22.0,5.333,4034.0,1334.0,70.09,42.89,90.12,5475.67,MongoDB,Great work! Keep maintaining your current study habits.
